,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
10,NFL 2K3,gamecube,"Aug 21, 2002",['PlayStation 2'],92,6.5,Visual Concepts,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-4 ,E,"NFL 2K3 upgrades Sega Sports' football series with realistic player animations, play-calling intelligence, and an on-the-fly audible system. With Franchise mode, you get total team control as player, coach, and general manager. A new ESPN broadcast system lets you review all the highlights from your games. Now you can track the best players, make the smartest trades, and build the most dominant team in the league. NFL 2K3 also brings you closer to the action with updated rosters and authentic stadiums.",https://metacritic.com/game/gamecube/nfl-2k3
11,Eternal Darkness: Sanity's Requiem,gamecube,"Jun 23, 2002",,92,8.8,Silicon Knights,Nintendo,"['Action Adventure', ',                                            ', 'Horror', ' ']",1 Player,M,"This horror story spans generations, so you must relive the blood-soaked history while conjuring spells, solving puzzles, and slaying supernatural beasts. Whether you're creeping around as the Roman Centurion, Cambodian villager, or any of the other characters, the psychological thriller will challenge you to use your mind as well as your might. The story is historically based and features many significant real-world events and locations, including the blood-soaked fields of the Somme, the jungle-ridden temples of Angkor Wat, the deserts of Persia, and the haunted vales of Rhode Island.",https://metacritic.com/game/gamecube/eternal-darkness-sanitys-requiem
12,Warcraft III: Reign of Chaos,pc,"Jul  3, 2002",,92,9.2,Blizzard Entertainment,Blizzard Entertainment,"['Strategy', ',                                            ', 'Real-Time', ',                                            ', 'Fantasy', ',                                            ', 'General', ',                                            ', 'Fantasy', ' ']",,T,"[Metacritic's 2002 PC Game of the Year] It has been nearly fifteen years since the war between the orcs and humans ended. An uneasy peace settled over the land while, for years, the drums of war were silent. Yet the kingdoms of men grew complacent in their victory - and slowly, the defeated orcish clans regrouped under the banner of a new visionary leader. Now a darker shadow has fallen over the world, threatening to extinguish all life - all hope. The drums of war play upon the winds once again - rising urgently towards the inevitable hour when the skies will rain fire - and the world will tremble before the coming of the Burning Legion. The Day of Judgment has come... [Blizzard]",https://metacritic.com/game/pc/warcraft-iii-reign-of-chaos
13,Madden NFL 2003,gamecube,"Aug 12, 2002","['PC', 'PlayStation 2']",92,7.2,EA Sports,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-4 ,E,"The game of football just got more real with Madden NFL 2003.  This year's installment of the Madden NFL Football series features more depth, new animation, realistic player AI, and in-depth play modes.  Hop on John Madden's Cruiser Tour Bus and travel to all NFL cities to complete skilled tasks in the all-new Mini-Camp mode.  The improved graphics and presentation now show sidearm QBs, gang-tackling, stand-still receiver catches, and more than 300 realistic player faces.  Madden NFL 2003 gives you more control than ever before, with faster game speed, a more finely tuned passing game, and independent audibles for defensive line, linebackers, and defensive backs.",https://metacritic.com/game/gamecube/madden-nfl-2003
14,Super Mario World: Super Mario Advance 2,game-boy-advance,"Feb  9, 2002",,92,9.0,Nintendo,Nintendo,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ' ']",,E,"Mario hasn't even had a chance to savor his victory in the original Super Mario Advance, and already he's back for more in Super Mario World: Super Mario Advance 2.  This game is a re-creation of the Super NES classic Super Mario World, featuring every last secret exit and all 74 levels of platform-jumping action.  Once again, Princess Peach has been kidnapped by the ever-diabolical Bowser, and Mario and Luigi set out on a massive adventure to rescue her.  As either Mario or Luigi, you'll solve puzzles, shoot fireballs, fly, and discover the hidden secrets in Dinosaur Island.",https://metacritic.com/game/game-boy-advance/super-mario-world-super-mario-advance-2
15,Madden NFL 2003,xbox,"Aug 12, 2002","['PC', 'PlayStation 2']",92,7.1,EA Tiburon,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-4 ,E,"The game of football just got more real with Madden NFL 2003.  This year's installment of the Madden NFL Football series features more depth, new animation, realistic player AI, and in-depth play modes.  Hop on John Madden's Cruiser Tour Bus and travel to all NFL cities to complete skilled tasks in the all-new Mini-Camp mode.  The improved graphics and presentation now show sidearm QBs, gang-tackling, stand-still receiver catches, and more than 300 realistic player faces.  Madden NFL 2003 gives you more control than ever before, with faster game speed, a more finely tuned passing game, and independent audibles for defensive line, linebackers, and defensive backs.",https://metacritic.com/game/xbox/madden-nfl-2003
16,Super Mario Sunshine,gamecube,"Aug 25, 2002",,92,8.4,Nintendo,Nintendo,"['Action', ',                                            ', 'Platformer', ',                                            ', '3D', ' ']",1 Player,E,"When Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with a hi-tech water cannon called FLUDD (Flash Liquidizer Ultra Dousing Device), Mario sets out to clean the island, clear his name, and solve the mystery of the villainous vandal. With new enemies, moves, and surprises, Super Mario Sunshine offers plenty of challenges. ",https://metacritic.com/game/gamecube/super-mario-sunshine
17,Metroid Fusion,game-boy-advance,"Nov 17, 2002",,92,9.0,Nintendo,Nintendo,"['Action Adventure', ',                                            ', 'Sci-Fi', ' ']",1 Player,E,"While lending mission support on planet SR388, interstellar bounty hunter Samus Aran is attacked by an X parasite, an organism with the ability to mimic the abilities of any creature it infects. Near death, Samus is saved by a vaccin made from the DNA of the last Metroid--the X parasite's only natural predator. When the X spread to a research station in orbit around SR388, a weakened Samurs is forced to exterminate them all...or die trying.",https://metacritic.com/game/game-boy-advance/metroid-fusion
18,Tiger Woods PGA Tour 2003,pc,"Nov  5, 2002",['PlayStation 2'],92,5.0,Headgate,Electronic Arts,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Individual', ',                                            ', 'Golf', ',                                            ', 'Sim', ',                                            ', 'Sim', ' ']",1-8 ,E,"New course lineup: Twelve detailed courses include Pebble Beach Golf Links, TPC of Scottsdale and Torrey Pines South. New effects: Feel the sun, the wind, the fog and the grass as you walk 18. The most PGA TOUR pros: Play as or against Tiger Woods, Ty Tryon, Vijay Singh, Brad Faxon and many others. TrueSwing technology: Take full control over your swing, from straight drives to hooks and draws. Career mode: Purchase new equipment and lessons, hone your skills, and make your way to the top of the career rankings. [EA Sports]",https://metacritic.com/game/pc/tiger-woods-pga-tour-2003
19,Medal of Honor: Allied Assault,pc,"Jan 20, 2002",,91,8.5,2015,Electronic Arts,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Historic', ',                                            ', 'Historic', ',                                            ', 'Arcade', ' ']",,T,"As Lt. Mike Powell, member of the famed 1st Ranger Battalion, you'll battle through over 20 levels based on historical military campaigns of World War II. Fire period weapons and command authentic war vehicles as you silence the gun batteries at Port Arzew, survive the Omaha Beach landing, and more. [Electronic Arts]",https://metacritic.com/game/pc/medal-of-honor-allied-assault
20,Tony Hawk's Pro Skater 4,gamecube,"Oct 23, 2002",,91,8.1,Neversoft Entertainment,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Skateboarding', ' ']",1-8 ,T,"Drop into the ultimate challenge.  In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back.  Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game.  Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.  ",https://metacritic.com/game/gamecube/tony-hawks-pro-skater-4
21,Resident Evil (2002),gamecube,"Apr 30, 2002",['PC'],91,9.6,Capcom,Capcom,"['Action Adventure', ',                                            ', 'Horror', ' ']",1 Player,M,"Raccoon City has been completely overrun by mutant beasts and bloodthirsty zombies. You are a member of S.T.A.R.S.--a rescue squad sent into the community to investigate the ominous mansion at the core of the disaster. Take the role of operative Jill Valentine or Chris Redfield and uncover the secrets behind a radical, genetic research facility. With an array of weapons to master and horrors around every corner, the ultimate test may be just to make it out alive.",https://metacritic.com/game/gamecube/resident-evil-2002
22,NCAA Football 2003,playstation-2,"Jul 20, 2002",,91,8.3,EA Sports,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-8 ,E,"The College Game: Feel all the pageantry with over 200 fight songs, 3D cheerleaders, and 117 Division I-A schools. My Favorite Team: Personalize the game interface based on your team's fight song, mascot, logos, and school colors. Build A Dynasty: Create your own school and schedule, recruit star athletes, and redshirt developing players to build a national powerhouse. Rivalry Mode: Beat your school's archrival and win one of 23 coveted trophies. Trophy Room: Display up to 59 total trophies including conference championships and individual player awards. [EA Sports]",https://metacritic.com/game/playstation-2/ncaa-football-2003
23,Yoshi's Island: Super Mario Advance 3,game-boy-advance,"Sep 24, 2002",,91,8.8,Nintendo,Nintendo,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ' ']",1-4 ,E,"When Baby Mario falls from the sky, the big-hearted Yoshis vow to reunite him with his twin brother on the far side of the island.  It won't be easy, but you must help them take on a meddling Magikoopa and his entire cast of underhanded underlings.  Your journey spans the island's jungles, caves, and snowcapped peaks--each area filled with hidden rooms, secret passages, charming minigames, demented bosses, and all-new pals.  Sure, Yoshi looks cute, but he packs some pretty amazing firepower--he can throw eggs, hover, stomp, pound the ground, slurp up enemies, and morph into a toy submarine.  ",https://metacritic.com/game/game-boy-advance/yoshis-island-super-mario-advance-3
24,NCAA Football 2003,gamecube,"Jul 20, 2002",['PlayStation 2'],91,6.0,EA Sports,Electronic Arts,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-2 ,E,"NCAA Football 2003 delivers the tradition and spirit of college football's storied programs with intense rivalries, authentic stadium atmospheres, and realistic gameplay. You'll choose from 117 Division 1-A and 27 Division 1-AA schools across the country, or create your own, and then coach your school through a variety of game modes. In Dynasty mode, you can recruit the best athletes, redshirt your developing players, and use TV exposure to gain status as you build a dominating force in the NCAA. NCAA Football 2003 also features a variety of new moves--including play fakes, spins, and one-foot toe drag--which you must master in order to reach the championship. ",https://metacritic.com/game/gamecube/ncaa-football-2003
25,Neverwinter Nights,pc,"Jun 16, 2002",['iPhone/iPad'],91,8.2,BioWare,Atari,"['Role-Playing', ',                                            ', 'PC-style RPG', ',                                            ', 'PC-style RPG', ',                                            ', 'Western-Style', ' ']",Up to 64 ,T,"A hideous evil has awoken in the Forgotten Realms. Now, in order to save the inhabitants of the town of Neverwinter you must uncover a sinister conspiracy, unmask your mysterious betrayer and complete an epic struggle to defeat the powerful forces that look to halt your quest and unleash an evil your people would surely never survive. [Infogrames]",https://metacritic.com/game/pc/neverwinter-nights
26,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,pc,"Sep 30, 2002",,91,8.7,Monolith Productions,Sierra Entertainment,"['Action', ',                                            ', 'Action Adventure', ',                                            ', 'Shooter', ',                                            ', 'General', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Modern', ',                                            ', 'Modern', ',                                            ', 'Arcade', ' ']",,M,"A humorous story-driven first-person shooter featuring the beautiful but deadly UNITY operative Cate Archer. Cate must investigate a super-secret Soviet project that, if successful, could bring about a third world war. Armed with an assortment of conventional and experimental weaponry and gadgets, players will explore exotic locales, circumvent devious traps, and contend with deadly agents determined to take Cate out of the spy trade once and for all. [Sierra]",https://metacritic.com/game/pc/no-one-lives-forever-2-a-spy-in-harms-way
27,NCAA Football 2003,xbox,"Jul 20, 2002",['PlayStation 2'],90,7.3,EA Sports,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-4 ,E,"NCAA Football 2003 delivers the tradition and spirit of college football's storied programs with intense rivalries, authentic stadium atmospheres, and realistic gameplay. You'll choose from 117 Division 1-A and 27 Division 1-AA schools across the country, or create your own, and then coach your school through a variety of game modes. In Dynasty mode, you can recruit the best athletes, redshirt your developing players, and use TV exposure to gain status as you build a dominating force in the NCAA. NCAA Football 2003 also features a variety of new moves--including play fakes, spins, and one-foot toe drag--which you must master in order to reach the championship. ",https://metacritic.com/game/xbox/ncaa-football-2003
28,Tony Hawk's Pro Skater 3,game-boy-advance,"Mar  4, 2002","['PC', 'PlayStation 2']",90,6.2,Vicarious Visions,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Skateboarding', ' ']",,E,"You may not be able to live like the legend, but now you can skate like him.  Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen.  Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor.  Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals.  New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual.  If you're good, you can even unlock hidden pro footage.",https://metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-3
29,Tony Hawk's Pro Skater 3,pc,"Mar 28, 2002",['PlayStation 2'],90,8.3,Gearbox Software,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Individual', ',                                            ', 'Skateboarding', ',                                            ', 'Skateboarding', ',                                            ', 'Skate / Skateboard', ' ']",Up to 8 ,T,"Featuring eight massive levels filled with people, traffic, and other interactive elements, the game's environments are brought to life with richer graphics and advanced special effects optimized for today's PC video cards.  Smoother life-like animations and significantly improved tricks capture the style of the world's best skateboarding pros. Further improving on the franchise's intuitive control scheme, the game allows players to perform tricks and combos in some of the world's most popular skate locations including Los Angeles, Canada and Tokyo. The enhanced skate park editor allows gamers to create the ultimate park up to twice the size of parks in Tony Hawk's Pro Skater 2.  The Create-A-Skater features a new female skater model, and the ability to modify almost every aspect of their appearance, from accessories to clothing to hair color. [Activision]",https://metacritic.com/game/pc/tony-hawks-pro-skater-3
30,NBA 2K2,gamecube,"Mar 20, 2002",['PlayStation 2'],90,6.0,Visual Concepts,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Basketball', ',                                            ', 'Sim', ' ']",1-4 ,E,,https://metacritic.com/game/gamecube/nba-2k2
31,Tony Hawk's Pro Skater 4,xbox,"Oct 23, 2002",,90,7.7,Neversoft Entertainment,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Skateboarding', ' ']",1-2 ,T,"Drop into the ultimate challenge.  In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back.  Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game.  Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.  ",https://metacritic.com/game/xbox/tony-hawks-pro-skater-4
32,TimeSplitters 2,playstation-2,"Oct  9, 2002",,90,8.7,Free Radical Design,Eidos Interactive,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ' ']",1-16 ,T,"The evil race of TimeSplitters are traveling back into human history authoring events that are leading to the enslavement of mankind. In Control of a motley crew of renegade characters you must hunt down the TimeSplitters across time in historical eras like the gangster- Ridden 1920's, the lush jungles of Aztec temples, soviet military installations of the cold war and Futuristic robot factories in space. To end the evil plot of the TimeSplitters, seek and recover the crystals required to seal the rift in time. The Fate of humanity is in your hands. [Eidos Interactive]",https://metacritic.com/game/playstation-2/timesplitters-2
33,Tiger Woods PGA Tour 2003,gamecube,"Oct 27, 2002","['PC', 'PlayStation 2']",90,6.7,EA Sports,Electronic Arts,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Golf', ',                                            ', 'Sim', ' ']",1-4 ,E,"From towering drives to picture-perfect putts, the essence of golf has been captured in Tiger Woods PGA Tour 2003.  The game features plenty of challenging courses such as Pebble Beach Golf Links and Royal Birkdale.  Plus, you can choose from a variety of professional golfers, each with their own strengths and weaknesses.  Hit the course as Tiger Woods or put your skills up against his in a one-on-one showdown, but either way, be prepared to bring your best game.  ",https://metacritic.com/game/gamecube/tiger-woods-pga-tour-2003
34,Freedom Force,pc,"Mar 24, 2002",,90,7.8,Irrational Games,Crave,"['Role-Playing', ',                                            ', 'Action RPG', ',                                            ', 'Action RPG', ' ']",1-4 ,T,"From a distant corner of the galaxy, an evil alien race sets in motion a sinister plan to conquer the Earth. They unleash a powerful catalyst - Energy X - that imbues the planet's worst miscreants with super-powers to bring the planet to its knees. Now Earth's only hope lies with a new breed of heroes... The Freedom Force! Command a squad of comic book heroes in the defense of Patriot City. Choose from over a dozen heroes or create your own comic champions. Fight for freedom in over 20 action-packed missions. Restore order in a completely interactive 3D world. Take your heroes online and join the fight in multiplayer mode. [Electronic Arts]",https://metacritic.com/game/pc/freedom-force
35,NBA 2K2,xbox,"Feb 27, 2002",['PlayStation 2'],90,7.6,Visual Concepts,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Basketball', ',                                            ', 'Sim', ' ']",1-4 ,E,"Sega Sports unleashes its award-winning NBA franchise on the next-generation basketball court with NBA 2K2. Building upon a foundation of vibrant graphics and crisp, detailed player animation, NBA 2K2 talks the talk and walks the walk! Use the versatile low post game to drop step around your defender and explode past him for a posterizing dunk. Tight AI defenders take away the baseline, deftly rotate to the open man, and establish rebounding position in the paint. Sharper skills and smarter D elevate your game to a higher level and make NBA 2K2 the one to beat on the Xbox™ game consoles.",https://metacritic.com/game/xbox/nba-2k2
36,Star Wars Jedi Knight II: Jedi Outcast,pc,"Mar 26, 2002","['PlayStation 4', 'Switch']",89,8.7,Raven Software,LucasArts,"['Action', ',                                            ', 'Action Adventure', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'Linear', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ',                                            ', 'Sci-Fi', ',                                            ', 'Arcade', ' ']",Up to 16 ,T,"Several years have passed since Kyle Katarn avenged his father's death and saved the Valley of the Jedi from Jerec and his band of Dark Jedi. Allowing his Force powers to languish for fear of falling to the Dark side, Kyle set aside his lightsaber, vowing never to use it again. But when a new and menacing threat to the galaxy emerges, Kyle knows he must reclaim his past in order to save his future. Players assume the role of Kyle as they employ a unique mix of weapons, Force powers and your lightsaber in both single- and multiplayer modes of first-person action. [LucasArts]",https://metacritic.com/game/pc/star-wars-jedi-knight-ii-jedi-outcast
37,Age of Mythology,pc,"Nov  1, 2002",,89,8.8,Ensemble Studios,Microsoft Game Studios,"['Strategy', ',                                            ', 'Real-Time', ',                                            ', 'Fantasy', ',                                            ', 'General', ',                                            ', 'Fantasy', ' ']",1-12 ,T,"Age of Mythology transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. Players wage war using human armies and diplomacy, progress through development ages, enhance military and economic performance with improvements, and manage economics through resource gathering and trade. Mythology enters the mix when players call upon the gods to act on their behalf or reinforce their armies with more than 20 mythological creatures. Ensemble Studios' new 3D engine adds a deep richness of graphical detail and creates a unique new title based on the ancient cultural history of the Greek, Norse, and Egyptian cultures, which are divided into nine detailed civilizations. [Microsoft]",https://metacritic.com/game/pc/age-of-mythology
38,The Elder Scrolls III: Morrowind,pc,"May  1, 2002",['Xbox 360'],89,8.8,Bethesda Softworks,Bethesda Softworks,"['Role-Playing', ',                                            ', 'First-Person', ',                                            ', 'First-Person', ',                                            ', 'Western-Style', ' ']",No Online Multiplayer,T,"An epic, open-ended single-player game where you create and play any kind of character you can imagine. Be the noble hero embarking on an epic quest, or an insidious thief rising to leadership of his guild. Be a malevolent sorcerer developing the ultimate spell of destruction, or a reverent healer searching for the cure to a plague. Your actions define your character, and your gameplay changes and evolves in response to your actions. Confront the assassins' guild, and they take out a contract on you. Impress them, and they try to recruit you instead. No two sagas are the same in the world of Morrowind. [Bethesda Softworks]",https://metacritic.com/game/pc/the-elder-scrolls-iii-morrowind
39,NHL 2K3,playstation-2,"Nov 10, 2002",,89,7.8,Treyarch,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Ice Hockey', ',                                            ', 'Sim', ' ']",1-8 ,E,"More than just familiar faces and numbers, Sega Sports NHL 2K3 delivers player realism down to size, skill, and behavior, resulting in individuals that exhibit accurate styles of play. Now grinders battle for pucks in the corners, elite players see the ice and create opportunities, and fast skaters exploit their speed. The all-new Franchise Mode lets you capitalize on player accuracy to develop a team that plays your brand of hockey. Now you can draft hotshot rookies, trade for players who compliment your team, compensate for injured players, and more. Then put that precision to work on the ice by anchoring lines with key players and rotating those lines to create the match-ups you want. Bringing it all together is a new ESPN broadcast system where scores, highlights, and more are presented in the network's famous style. [Sega]",https://metacritic.com/game/playstation-2/nhl-2k3
